decision,notes,already_on_site,name,rating,reviews,price,cuisine,category,suggested_types,flag,address,postal_code,opening_hours,phone,website,maps_url,suggested_id,price_band,lat,lng,place_id
,,mix-resto,Mix,4.8,742,$$,,Restaurant,restaurant,already published,"Vana-Posti tn 11, 10146 Tallinn",10146,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-23:00,+372 622 0998,http://www.mixrestoran.ee/,https://maps.google.com/?cid=8963456619528684643,mix,2,59.435321,24.745903,ChIJ4f4nB56UkkYRY4ShFk6YZHw
,,,Veg Machine,4.8,631,$$,,Restaurant,restaurant,"same address as published ""Cafe Cape Town"" - verify","Kopli tn 1, 10149 Tallinn",10149,Mon 11:00-19:45; Tue 11:00-19:45; Wed 11:00-19:45; Thu 11:00-19:45; Fri 11:00-19:45; Sat 11:00-19:45; Sun 11:00-17:45,+372 5647 6253,https://vegmachine.ee/balta/?y_source=1_MzU5NjMwNzgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://maps.google.com/?cid=5950689044911232668,veg-machine,2,59.441052,24.735355,ChIJx9u64nyTkkYRnBa-gigYlVI
,,,Varkizana Kreeka tavern,4.8,475,$$,Greek,Greek Restaurant,restaurant,temporarily closed; no hours,"Virbi tn 4, 13629 Tallinn",13629,,+372 644 6000,https://www.facebook.com/Varkizana-Kreeka-tavern-965764546774951/,https://maps.google.com/?cid=2636817514342205816,varkizana-kreeka-tavern,2,59.440814,24.842208,ChIJ8ezFqbjskkYReEnlD4_blyQ
,,,Alanya Grill Turkish,4.8,415,$$,Turkish,Turkish Restaurant,restaurant,temporarily closed; no hours,"Keldrimäe tn 9, 10113 Tallinn",10113,,+372 5668 8981,https://alanyagrill.ee/,https://maps.google.com/?cid=2393676390006883540,alanya-grill-turkish,2,59.429873,24.766951,ChIJRxdwJ4STkkYR1ISZlf4LOCE
,,,SIIAM Tai söögikoht,4.8,307,$,Thai,Thai Restaurant,restaurant; asian; cheap-eats,"possible second location of ""Koht"" (2.8 km away) - verify","Juurdeveo tn 27, 11313 Tallinn",11313,Mon 11:00-19:00; Tue 11:00-19:00; Wed 11:00-19:00; Thu 11:00-19:00; Fri 11:00-19:00; Sat closed; Sun closed,+372 5670 0135,http://www.siiam.ee/,https://maps.google.com/?cid=359157812101125001,siiam-tai-soogikoht,1,59.413277,24.745979,ChIJhVYFINCVkkYRiROYkCD8-wQ
,,,Veg B12 VEGANKOHVIK,4.8,226,$,Vegan / Vegetarian,Vegan Restaurant,restaurant; vegan; cheap-eats,"same address as published ""Elmans Bites"", ""Pilsneri baar"" - verify","Kopli tn, 10412 Tallinn",10412,Mon 09:00-19:00; Tue 09:00-19:00; Wed 09:00-19:00; Thu 09:00-19:00; Fri 09:00-19:00; Sat 09:00-19:00; Sun 09:00-17:00,+372 5199 7679,http://www.vegb12.ee/,https://maps.google.com/?cid=10704290377059026976,veg-b12-vegankohvik,1,59.441021,24.736740,ChIJ8wAlKgqTkkYRIEg8WWJHjZQ
,,,MyShisha Estonia - Kai resto,4.8,187,$$,,Hookah Bar,pub,temporarily closed; no hours,"Mere pst 20c, 10111 Tallinn",10111,,+372 755 6000,https://shisha-estonia.ee/,https://maps.google.com/?cid=14485810814831495117,myshisha-estonia-kai-resto,2,59.448137,24.753646,ChIJ5RofRsWTkkYRzQeL3S_wB8k
,,,Sushi Guru Kristiine,4.8,172,,,Delivery Restaurant,restaurant,temporarily closed; may not be a restaurant; no hours,"Tulika tn 19, 10613 Tallinn",10613,,+372 5880 0038,http://www.sushiguru.ee/,https://maps.google.com/?cid=7065787721373142769,sushi-guru-kristiine,,59.429088,24.720120,ChIJH0yoX7SVkkYR8U7DFn-4DmI
,,,1falafel,4.8,125,$,Middle Eastern,Falafel Restaurant,restaurant; cheap-eats,temporarily closed; no hours,"Kotzebue 18E Sesoonist edasi hoovi :, 10411 Tallinn",10411,,+372 8282 0009,https://1falafel.com/,https://maps.google.com/?cid=8356562681602459683,1falafel,1,59.443040,24.734681,ChIJuajpEVyTkkYRI0gz5Ht5-HM
,,,Kaks Kokapoissi,4.8,98,$,American,Hamburger Restaurant,restaurant; cheap-eats,"same address as published ""Pudel"", ""Q Pizza Jaam"", ""Telliskivi Šašlõkk"" - verify","Telliskivi tn 62, 10412 Tallinn",10412,Mon 15:00-23:00; Tue 15:00-23:00; Wed 15:00-23:00; Thu 15:00-23:00; Fri 15:00-23:00; Sat 15:00-23:00; Sun 15:00-23:00,+372 5569 7578,https://kakskokapoissi.ee/online-menu,https://maps.google.com/?cid=11561972402176214224,kaks-kokapoissi,1,59.440528,24.730594,ChIJFeM8AmfzkkYR0ESVTqRgdKA
,,francois-boulangerie,François Boulangerie,4.8,63,$,,Bakery,bakery; cheap-eats,already published,"Härjapea tn 17, 10320 Tallinn",10320,Mon closed; Tue closed; Wed closed; Thu closed; Fri closed; Sat 10:00-13:00; Sun closed,+372 5591 3909,https://www.francois.ee/,https://maps.google.com/?cid=7877176428401912852,francois-boulangerie-2,1,59.437693,24.716206,ChIJ3655K4GUkkYRFOz5_zlaUW0
,,,Kooker Balti Jaam,4.8,57,$,,Restaurant,restaurant; cheap-eats,"same address as published ""Cafe Cape Town"" - verify; thin review count","Kopli tn 1, 10412 Tallinn",10412,Mon 09:00-20:00; Tue 09:00-20:00; Wed 09:00-20:00; Thu 09:00-20:00; Fri 09:00-20:00; Sat 09:00-20:00; Sun 09:00-18:00,+372 5301 7131,https://kooker.ee/,https://maps.google.com/?cid=16283887802127461701,kooker-balti-jaam,1,59.441044,24.735422,ChIJAfUTK2yTkkYRRa0fKK79--E
,,,The food corner - tänavatoit | Stroomi,4.8,54,$,American,Restaurant,restaurant; cheap-eats,thin review count; no hours,"Stromi rand, 10316 Tallinn",10316,,+372 5696 4980,http://www.tfc.ee/,https://maps.google.com/?cid=12876947990381545761,the-food-corner-tanavatoit-stroomi,1,59.440512,24.684200,ChIJl7aCSgWVkkYRIUnf5fgbtLI
,,,Blue Dragon,4.8,50,$,,Restaurant,restaurant; cheap-eats,thin review count,"Lembitu tn 6, 10114 Tallinn",10114,Mon 11:00-23:40; Tue 11:00-23:40; Wed 11:00-23:40; Thu 11:00-23:40; Fri 11:00-23:40; Sat 11:00-23:40; Sun 11:00-23:40,+372 5606 1544,https://bluedragon.ee/,https://maps.google.com/?cid=11021512167734081823,blue-dragon,1,59.431687,24.753320,ChIJXUGM6c-VkkYRH3lvDexG9Jg
,,,Koyo Omakase,4.8,45,$$$$,Japanese,Japanese Restaurant,restaurant; asian; fine-dining,"same address as published ""Maison François"" - verify; thin review count","Dunkri tn 8, 10123 Tallinn",10123,"Mon closed; Tue closed; Wed 18:00-20:00, 20:30-22:30; Thu 18:00-20:00, 20:30-22:30; Fri 18:00-20:00, 20:30-22:30; Sat 18:00-20:00, 20:30-22:30; Sun closed",+372 618 8830,https://koyo.theburmanhotel.com/,https://maps.google.com/?cid=16870367141379179712,koyo-omakase,4,59.436933,24.743033,ChIJide8lQGTkkYRwARUNIiVH-o
,,,Telli Kokk Koju OÜ,4.8,40,,,Restaurant,restaurant,thin review count,"Kaarli pst 11, 10145 Tallinn",10145,Mon 12:00-21:00; Tue 12:00-21:00; Wed 12:00-21:00; Thu 12:00-21:00; Fri 12:00-21:00; Sat 12:00-21:00; Sun 12:00-21:00,+372 525 5015,http://www.kokkkoju.ee/,https://maps.google.com/?cid=15595848233398953277,telli-kokk-koju-ou,,59.431837,24.740722,ChIJR2sRfl-TkkYRPeWlglaVb9g
,,,SABA,4.8,36,$$,,Takeout Restaurant,restaurant,"same address as published ""KoHo"" - verify; thin review count","Telliskivi tn 60-1, 10412 Tallinn",10412,"Mon 12:00-15:00, 16:00-21:00; Tue 12:00-15:00, 16:00-21:00; Wed 12:00-15:00, 16:00-21:00; Thu 12:00-15:00, 16:00-21:00; Fri 12:00-15:00, 16:00-21:00; Sat 12:00-15:00, 16:00-21:00; Sun 12:00-15:00, 16:00-21:00",+372 5695 5446,https://sabasaba.ee/,https://maps.google.com/?cid=5544576431189104776,saba,2,59.440338,24.729571,ChIJNeed6YWTkkYRiJgHQ-NK8kw
,,,Estonia restoran,4.8,35,,,Restaurant,restaurant,thin review count,"Estonia National Opera, Estonia pst 4, 10148 Tallinn",10148,Mon closed; Tue closed; Wed 16:00-21:00; Thu 16:00-21:00; Fri 16:00-21:00; Sat 12:00-21:00; Sun closed,+372 5305 1595,https://estonia-digital-charm.lovable.app/,https://maps.google.com/?cid=8192983518110159893,estonia-restoran,,59.434540,24.750856,ChIJJ30KX6eVkkYRFRSW9xlTs3E
,,,Écrin Restaurant,4.8,34,$$$$,,Restaurant,restaurant; fine-dining,temporarily closed; thin review count; no hours,"Rataskaevu tn 7, 10123 Tallinn",10123,,+372 618 8820,https://ecrin.theburmanhotel.com/,https://maps.google.com/?cid=15050030539623872945,ecrin-restaurant,4,59.436957,24.742892,ChIJNUTapKmTkkYRsbkPjQlz3NA
,,gotsu-kyuho,Gotsu Kyuho's Kitchen,4.7,1004,$$,Korean,Korean Restaurant,restaurant; asian,already published,"Pärnu mnt. 62a, 10135 Tallinn",10135,Mon 11:15-20:00; Tue 11:15-20:00; Wed 11:15-20:00; Thu 11:15-20:00; Fri 11:15-20:00; Sat closed; Sun closed,+372 614 0022,http://www.gotsu.ee/,https://maps.google.com/?cid=4886311571268907470,gotsu-kyuho-s-kitchen,2,59.425728,24.742054,ChIJOxoZNpiUkkYRzjFdO3yqz0M
,,,Bad Habits Balti Jaama Turg,4.7,903,$$,,Restaurant,restaurant,"same address as published ""Cafe Cape Town"" - verify","Kopli tn 1, 10412 Tallinn",10412,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-21:00,+372 600 8828,https://badhabits.ee/,https://maps.google.com/?cid=14106017497697317472,bad-habits-balti-jaama-turg,2,59.440934,24.734767,ChIJ5coLGwCTkkYRYHKxYS2kwsM
,,,Rado restoran,4.7,885,$$$,,Fine Dining Restaurant,restaurant; fine-dining,"possible second location of ""Radio"" (1.4 km away) - verify","Vene tn 7, 10123 Tallinn",10123,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun closed,+372 5858 8995,http://www.radorestoran.ee/,https://maps.google.com/?cid=8561962717418054489,rado-restoran,3,59.437530,24.746907,ChIJzUMp4-KTkkYRWWPXb7oz0nY
,,gobi,Gobi,4.7,865,$$$,Eastern European,Eastern European Restaurant,restaurant,already published,"Rotermanni tn 14, 10111 Tallinn",10111,Mon 12:00-00:00; Tue 12:00-00:00; Wed 12:00-00:00; Thu 12:00-00:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 12:00-00:00,+372 5554 4990,http://www.gobi.ee/,https://maps.google.com/?cid=15943114058333187383,gobi-2,3,59.438982,24.757690,ChIJofGOoaCTkkYRN218DMRRQd0
,,radio-restoran,Radio,4.7,746,$$,,Restaurant,restaurant,already published,"Terase 16, Terase tn 16, 10125 Tallinn",10125,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-23:00,+372 550 4499,http://www.restoranradio.ee/,https://maps.google.com/?cid=6692080787950166030,radio,2,59.434970,24.771868,ChIJ9RVVj4mTkkYRDmD8PQUM31w
,,,Von Krahl,4.7,595,,,Performing Arts Theater,restaurant,may not be a restaurant; no hours,"Telliskivi tn 60a-9, 10412 Tallinn",10412,,+372 5444 0420,http://www.vonkrahl.ee/,https://maps.google.com/?cid=1237938048057338003,von-krahl,,59.438205,24.728721,ChIJLSste2KTkkYRk-hliBgKLhE
,,xinhai-1911,Xinhai 1911 Restoran & Baar,4.7,543,$$,Chinese,Restaurant,restaurant; asian,already published,"Kopli tn 2c, 10412 Tallinn",10412,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 12:00-21:00,+372 5692 8813,http://xinhai.ee/,https://maps.google.com/?cid=10293961650302694668,xinhai-1911-restoran-baar,2,59.441287,24.738564,ChIJHbiyVaCTkkYRDDXJyZR_244
,,borsch-ja-varenyk,Borsch & Varenyk,4.7,423,$$,Ukrainian,Ukrainian Restaurant,restaurant,already published,"Endla tn 56, 10613 Tallinn",10613,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-23:00,+372 5757 1015,https://www.borschvarenyk.ee/,https://maps.google.com/?cid=8761455179568346506,borsch-varenyk,2,59.427870,24.718032,ChIJr4CpSEyVkkYRinWtzRDxlnk
,,,180 Degrees Restaurant,4.7,398,$$$$,,Fine Dining Restaurant,restaurant; fine-dining,"same address as published ""180° by Matthias Diether"" - verify","Port Noblessner, Staapli tn 4, 10415 Tallinn",10415,Mon closed; Tue closed; Wed 18:00-23:00; Thu 18:00-23:00; Fri 18:00-23:00; Sat 18:00-23:00; Sun closed,+372 661 0180,https://www.180degrees.ee/,https://maps.google.com/?cid=11467754862769825190,180-degrees-restaurant,4,59.452054,24.728923,ChIJXcD9802TkkYRpmWn9kmmJZ8
,,,"ANNO, Home restaurant & Wine Corner",4.7,308,,,Restaurant,restaurant,temporarily closed; no hours,"Poldri tn 3, 10154 Tallinn",10154,,+372 622 0044,https://www.anno.ee/sites/default/files/anno_menu/2026-07_anno_menu_soolane.pdf,https://maps.google.com/?cid=832169072859104297,anno-home-restaurant-wine-corner,,59.440148,24.765583,ChIJfZC9vF2TkkYRKUTV3Fx1jAs
,,annon,Annön,4.7,303,$$,Korean,Korean Restaurant,restaurant; asian,already published,"Kalevipoja põik 10, 13614 Tallinn",13614,Mon 11:00-18:00; Tue 11:00-18:00; Wed 11:00-18:00; Thu 11:00-18:00; Fri 11:00-18:00; Sat closed; Sun closed,+372 632 7802,https://www.facebook.com/pages/Ann%C3%B6n/777252022331044,https://maps.google.com/?cid=8705642967336273643,annon-2,2,59.438937,24.831102,ChIJj8Eu27nskkYR68Z0gSeo0Hg
,,,El Camino Taco bar,4.7,281,$$,Mexican,Taco Restaurant,restaurant,temporarily closed; no hours,"Malmi tn 3-2, 10412 Tallinn",10412,,+372 5883 0802,https://elcaminotaco.bar/,https://maps.google.com/?cid=15514455171263905932,el-camino-taco-bar,2,59.442117,24.731996,ChIJedIK9E2TkkYRjEDodsdqTtc
,,izakaya-taro,IZAKAYA TARO Tallinn,4.7,271,$$,Japanese,Izakaya Restaurant,restaurant; asian,already published,"Müürivahe 31, 10140 Tallinn",10140,Mon 15:00-22:00; Tue 15:00-22:00; Wed 15:00-22:00; Thu 15:00-22:00; Fri 15:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,,,https://maps.google.com/?cid=12307040440922644043,izakaya-taro-tallinn,2,59.437225,24.749363,ChIJtS1BS6CTkkYRS56PVRNky6o
,,,Raudtee Kohvik & Bistroo,4.7,251,$,,Restaurant,restaurant; cheap-eats,temporarily closed; no hours,"Toompuiestee 35, 10149 Tallinn",10149,,+372 623 3008,https://bistrood.ee/raudtee/,https://maps.google.com/?cid=10685974792154390954,raudtee-kohvik-bistroo,1,59.438556,24.734593,ChIJic3GYH2TkkYRqiEk7XQ1TJQ
,,,Sushi Guru Mustamäe (Vilde tee 101b),4.7,231,,,Delivery Restaurant,restaurant,may not be a restaurant,"E. Vilde tee 101b, 12911 Tallinn",12911,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,+372 5880 0060,https://www.sushiguru.ee/,https://maps.google.com/?cid=15111265181948867601,sushi-guru-mustamae-vilde-tee-101b,,59.404563,24.676501,ChIJ_ygXIFCVkkYREXTKvJ7_tdE
,,vesta,VESTA,4.7,192,$$,,Restaurant,restaurant,already published,"Tööstuse tn 88, 10416 Tallinn",10416,Mon closed; Tue 17:00-23:00; Wed 17:00-23:00; Thu 17:00-23:00; Fri 17:00-00:00; Sat 17:00-00:00; Sun closed,+372 5353 3576,http://www.vestavesta.ee/,https://maps.google.com/?cid=18111925966893317275,vesta-2,2,59.454133,24.707203,ChIJZUwQYwCTkkYRm3zZrrR8Wvs
,,,MEIE GRUUSIA BALTI JAAMA TURG,4.7,121,$,Eastern European,Eastern European Restaurant,restaurant; cheap-eats,"same address as published ""Cafe Cape Town"" - verify","Balti Jaama Turg, Kopli tn 1, 10412 Tallinn",10412,Mon 09:00-19:00; Tue 09:00-19:00; Wed 09:00-19:00; Thu 09:00-19:00; Fri 09:00-19:00; Sat 09:00-19:00; Sun 09:00-17:00,+372 5550 9192,https://www.meiegruusia.ee/,https://maps.google.com/?cid=323428070872670458,meie-gruusia-balti-jaama-turg,1,59.441046,24.736253,ChIJidAojySTkkYR-mDB6h0MfQQ
,,,Borsch & Varenyk Toompea,4.7,117,$$,Ukrainian,Ukrainian Restaurant,restaurant,"possible second location of ""Borsch & Varenyk"" (1.2 km away) - verify","Falgi tee 3-1, 10613 Tallinn",10613,Mon 12:00-23:00; Tue 12:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,+372 5757 1015,https://www.borschvarenyk.ee/,https://maps.google.com/?cid=9134002632372884498,borsch-varenyk-toompea,2,59.434722,24.733626,ChIJobCTtmCVkkYREpQRCAB_wn4
,,,Retro Burger,4.7,80,$,,Fast Food Restaurant,restaurant; cheap-eats,temporarily closed; no hours,"Puhangu tänav 71, 10311 Tallinn",10311,,+372 565 4560,https://instagram.com/retroburgertallinn,https://maps.google.com/?cid=12042893053775782954,retro-burger,1,59.443941,24.693943,ChIJPemDmdyVkkYRKiRTKm3zIKc
,,,Lahe kohvik,4.7,70,,,Caterer,restaurant,temporarily closed; may not be a restaurant; no hours,"Purje tn 8, 11911 Tallinn",11911,,+372 639 8014,https://lahekohvik.ee/,https://maps.google.com/?cid=1187313768207959355,lahe-kohvik,,59.465442,24.826139,ChIJk8hK5yuTkkYRO0X33pQvehA
,,,Nirvana Resto&Bar,4.7,57,$$,,Restaurant,restaurant,thin review count,"Vana-Viru tn 10, 10111 Tallinn",10111,Mon 11:00-00:00; Tue 11:00-00:00; Wed 11:00-00:00; Thu 11:00-00:00; Fri 11:00-02:00; Sat 11:00-02:00; Sun 11:00-00:00,+372 5848 6458,https://nirvana.ee/,https://maps.google.com/?cid=13193588201685387309,nirvana-resto-bar,2,59.437244,24.750799,ChIJ8br7cLqTkkYRLQg-GpEKGbc
,,,BLU Resto,4.7,54,$$,,Restaurant,restaurant,thin review count,"Kalaranna tn 8-21, 10415 Tallinn",10415,Mon closed; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 11:00-23:00; Sun 11:00-21:00,+372 5440 0286,http://www.bluresto.ee/,https://maps.google.com/?cid=18013697661302183816,blu-resto,2,59.447853,24.746815,ChIJy-u7qHuTkkYRiJczEZWC_fk
,,,Sushi 7 Telliskivi,4.7,48,$,Asian,Asian Restaurant,restaurant; asian; cheap-eats,thin review count,"Telliskivi tn 2, 10611 Tallinn",10611,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,,https://sushi7.ee/,https://maps.google.com/?cid=3486889933446149345,sushi-7-telliskivi,1,59.433330,24.718229,ChIJG_PwQqyVkkYR4XTxjevrYzA
,,,Azerbaijan Šašlõkk,4.7,46,$$,Middle Eastern,Middle Eastern Restaurant,restaurant,"same address as published ""Pudel"", ""Q Pizza Jaam"", ""Telliskivi Šašlõkk"" - verify; thin review count","Telliskivi tn 62, 10412 Tallinn",10412,Mon 10:30-22:30; Tue 10:30-22:30; Wed 10:30-22:30; Thu 10:30-22:30; Fri 10:30-22:30; Sat 10:30-22:30; Sun 10:30-22:30,+372 5810 2434,,https://maps.google.com/?cid=17812875805172545426,azerbaijan-saslokk,2,59.440550,24.730455,ChIJjYshpN-TkkYRkrd1CysMNPc
,,,Pepper Mill Cafe,4.7,38,$,,Restaurant,restaurant; cheap-eats,thin review count,"Mäealuse tn 12, 12618 Tallinn",12618,"Mon 10:00-15:30; Tue 10:00-15:30; Wed 10:00-15:30, 16:00-21:30; Thu 10:00-15:30, 16:00-21:30; Fri 10:00-15:30, 16:00-21:30; Sat 12:00-22:00; Sun 12:00-22:00",+372 5813 0211,https://www.facebook.com/pipraveski.kohvik,https://maps.google.com/?cid=9634784775887514217,pepper-mill-cafe,1,59.398691,24.648745,ChIJRzS82N2VkkYRaeod1rShtYU
,,,12 Tooli Cafe,4.7,37,$$,,Dessert Restaurant,restaurant,thin review count,"Odra tn 8, 10144 Tallinn",10144,Mon 10:00-18:00; Tue 10:00-18:00; Wed 10:00-18:00; Thu 10:00-18:00; Fri 10:00-18:00; Sat closed; Sun closed,,,https://maps.google.com/?cid=17715763137253859934,12-tooli-cafe,2,59.427887,24.773237,ChIJdaFAKt-VkkYRXuL5ELYI2_U
,,,Bubblebirds Chicken Shop,4.7,35,$,,Fast Food Restaurant,restaurant; cheap-eats,"same address as published ""Cafe Cape Town"" - verify; thin review count","Kopli tn 1, 10412 Tallinn",10412,Mon 12:00-20:00; Tue 12:00-20:00; Wed 12:00-20:00; Thu 12:00-20:00; Fri 12:00-20:00; Sat 12:00-20:00; Sun 12:00-18:00,+372 5560 5290,https://www.lesmentbros.com/bubblebirds-chicken-shop,https://maps.google.com/?cid=3152042141867421101,bubblebirds-chicken-shop,1,59.441085,24.735228,ChIJ4x0iKb-TkkYRra0Rt6BNvis
,,,Lille Pagariäri,4.7,28,$,,Bakery,bakery; cheap-eats,thin review count,"Tehnika tn 35, 10149 Tallinn",10149,Mon closed; Tue 08:00-16:00; Wed 08:00-16:00; Thu 08:00-16:00; Fri 08:00-16:00; Sat 09:00-15:00; Sun 09:00-15:00,+372 5301 1946,http://lillepagar.ee/,https://maps.google.com/?cid=6695261157150073165,lille-pagariari,1,59.433805,24.724112,ChIJr0w-kz2VkkYRTaFmpoxY6lw
,,chakra,Chakra,4.6,2561,$$,Indian,Indian Restaurant,restaurant; asian,already published,"Bremeni käik 1, 10123 Tallinn",10123,Mon 12:00-22:30; Tue 12:00-22:30; Wed 12:00-22:30; Thu 12:00-22:30; Fri 12:00-23:00; Sat 12:00-23:00; Sun 13:00-22:30,+372 641 2615,http://www.chakra.ee/,https://maps.google.com/?cid=17524943801077446822,chakra-2,2,59.439357,24.749388,ChIJ36bd22OTkkYRprjnM4kbNfM
,,,Restoran Pull,4.6,1364,$$$,,Restaurant,restaurant,"possible second location of ""Pulla Bakery"" (0.9 km away) - verify","Rotermanni 2 Hobujaama ja Ahtri tn nurgal, 10111 Tallinn",10111,Mon 11:30-23:00; Tue 11:30-23:00; Wed 11:30-23:00; Thu 11:30-23:00; Fri 11:30-23:00; Sat 14:00-23:00; Sun closed,+372 5382 5000,http://www.pull.ee/,https://maps.google.com/?cid=15895217350700330662,restoran-pull,3,59.439369,24.758658,ChIJMZTPSmeTkkYRpm4eyPYnl9w
,,,Ülo,4.6,1127,$$,,Restaurant,restaurant,"same address as published ""Kartul"", ""Morii Tea House"" - verify","Kopli tn 16, 10412 Tallinn",10412,Mon 17:00-23:00; Tue 17:00-23:00; Wed 17:00-23:00; Thu 17:00-23:00; Fri 17:00-00:00; Sat 12:00-00:00; Sun 12:00-22:00,+372 605 0052,https://www.ulo.ee/,https://maps.google.com/?cid=13985381293017881167,ulo,2,59.441821,24.732947,ChIJNedHAEiTkkYRT1q5MjAOFsI
,,burger-box,Burger Box,4.6,960,$$,American,Hamburger Restaurant,restaurant,already published,"Kopli tn 4a, 10412 Tallinn",10412,Mon 15:00-01:00; Tue 15:00-01:00; Wed 15:00-01:00; Thu 15:00-01:00; Fri 15:00-03:00; Sat 15:00-03:00; Sun 15:00-01:00,+372 5800 6780,https://www.facebook.com/burgerboxbox/,https://maps.google.com/?cid=2426437045797689021,burger-box-2,2,59.441325,24.736872,ChIJWbJy5nyTkkYRvZaeKKNvrCE
,,,Alex Kebab & Baar,4.6,706,$$,Middle Eastern,Turkish Restaurant,restaurant,temporarily closed; no hours,"Tartu mnt 79a, 10115 Tallinn",10115,,+372 5569 0556,https://alexkebab.ee/,https://maps.google.com/?cid=18268055655067978955,alex-kebab-baar,2,59.427933,24.778006,ChIJZ1gCPgjrkkYRy4xkedQrhf0
,,puhaste-taproom,Pühaste Taproom Tallinn,4.6,487,$$,,Bar,pub,already published,"Rotermanni tn 2, 10111 Tallinn",10111,Mon 14:00-23:00; Tue 14:00-23:00; Wed 14:00-23:00; Thu 14:00-23:00; Fri 14:00-01:00; Sat 14:00-01:00; Sun 14:00-20:00,+372 557 9787,http://puhaste-taproom.ourmenu.com/?menu=226736,https://maps.google.com/?cid=16725371773287553583,puhaste-taproom-tallinn,2,59.438668,24.758085,ChIJIZ4odQCTkkYRL1omUwN1HOg
,,,Mimosa Brooklyn Pizza Tallinn,4.6,448,$$,Pizza,Restaurant,restaurant,"same address as published ""Bruto Bakehouse"" - verify","Suur-Karja tn 12, 10140 Tallinn",10140,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-23:00; Sat 10:00-23:00; Sun 10:00-20:00,+372 5860 7645,https://mimosabrooklyn-pizza.ee/mimosa-brooklin-pizza,https://maps.google.com/?cid=18294500372069291411,mimosa-brooklyn-pizza-tallinn,2,59.435490,24.746180,ChIJyU1EEPeVkkYRkxVx9Cgf4_0
,,koho,Telliskivi KoHo,4.6,302,$$,,Restaurant,restaurant,already published,"Telliskivi tn 60-1, 10412 Tallinn",10412,Mon 11:30-22:00; Tue 11:30-22:00; Wed 11:30-22:00; Thu 11:30-22:00; Fri 11:30-23:00; Sat 12:00-23:00; Sun 12:00-21:00,+372 650 1020,https://telliskivi.koho.ee/,https://maps.google.com/?cid=13870300278050355307,telliskivi-koho,2,59.440137,24.730352,ChIJV3MbLN6TkkYRa3gxaZ00fcA
,,,Brööder Kebab,4.6,273,$$,Middle Eastern,Kebab Shop,restaurant,"same address as published ""Cafe Cape Town"" - verify","Kopli tn 1, 10412 Tallinn",10412,Mon 11:30-22:00; Tue 11:30-22:00; Wed 11:30-22:00; Thu 11:30-23:00; Fri 11:30-23:00; Sat 11:30-23:00; Sun 11:30-22:00,+372 5301 3133,https://www.brooderkebab.ee/,https://maps.google.com/?cid=12873932330816473966,brooder-kebab-2,2,59.441190,24.734057,ChIJTzcyUOGTkkYRbou78D5lqbI
,,,Q Pizza&Pan,4.6,272,$$,Pizza,Pizza Restaurant,restaurant,"same address as published ""Pudel"", ""Q Pizza Jaam"", ""Telliskivi Šašlõkk"" - verify","Telliskivi tn 62, 10412 Tallinn",10412,Mon 18:00-02:00; Tue 18:00-02:00; Wed 18:00-02:00; Thu 18:00-03:00; Fri 18:00-05:00; Sat 18:00-05:00; Sun 18:00-06:00,+372 5847 2203,,https://maps.google.com/?cid=8330009548104393285,q-pizza-pan,2,59.440538,24.730682,ChIJe_YwWhKTkkYRReJfuowjmnM
,,,Gloria Veinikelder,4.6,183,,,Restaurant,restaurant,temporarily closed; no hours,"Müürivahe 2, 10130 Tallinn",10130,,+372 640 6804,http://gloriaveinikelder.ee/en/,https://maps.google.com/?cid=5750147333960581495,gloria-veinikelder,,59.434687,24.743792,ChIJEa2h552UkkYRd0Hh3oigzE8
