name,category,cuisine,rating,reviews,price,status,address,postal_code,city,phone,website,opening_hours,tags,latitude,longitude,maps_url,place_id
LIT Reidi tee,Fast Food Restaurant,,4.1,73,$,Open,Pirita tee 1,10127,Tallinn,+372 755 5009,http://www.litwagon.ee/,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-22:00,Fast Food Restaurant,59.445070,24.797185,https://maps.google.com/?cid=423004824082639697,ChIJZ4roV8iTkkYRUeu4daXQ3gU
MySushi Sikupilli,Sushi Restaurant,Japanese,4.1,70,$$,Open,"2, Tartu mnt 87",10112,Tallinn,+372 551 5406,https://sikupilli.mysushi.ee/,Mon 11:30-20:00; Tue 11:30-20:00; Wed 11:30-20:00; Thu 11:30-20:00; Fri 11:30-22:00; Sat 11:30-22:00; Sun 12:00-20:00,Sushi Restaurant; Japanese Restaurant,59.426068,24.782766,https://maps.google.com/?cid=17323573450102347932,ChIJJ1t0cC-VkkYRnBi9xUSyafA
Meie Gruusia Viru Keskus,Eastern European Restaurant,Eastern European,4.1,54,$$,Open,Viru väljak 4,10111,Tallinn,+372 5199 7466,https://www.meiegruusia.ee/,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-20:00,Coffee Shop; Cafe; Eastern European Restaurant; European Restaurant; Bakery; Food Store,59.436061,24.754935,https://maps.google.com/?cid=3292062484470697621,ChIJ37XylceTkkYRlQ5ENWPBry0
Simple Resto,Restaurant,,4.1,35,$,Open,Tartu mnt 83-103,10115,Tallinn,+372 5660 4744,https://simpleresto.ee/,Mon 08:00-16:00; Tue 08:00-16:00; Wed 08:00-16:00; Thu 08:00-16:00; Fri 08:00-16:00; Sat closed; Sun closed,,59.427535,24.778878,https://maps.google.com/?cid=18031413223429241076,ChIJ8SbExeSVkkYR9PjHzMpyPPo
PROTO suveterrass,Restaurant,,4.1,29,$$,Open,"Noblessner, Peetri tn 10",10415,Tallinn,+372 5450 0840,https://prototehas.ee/en/summer-terrace/,Mon closed; Tue closed; Wed closed; Thu 17:00-22:00; Fri 17:00-22:00; Sat 13:00-23:00; Sun 13:00-23:00,,59.451513,24.730532,https://maps.google.com/?cid=16342442063757461682,ChIJ-XFQEymTkkYRskiqlHgEzOI
McDonald's Rocca Al Mare,Fast Food Restaurant,American,4.0,3294,$,Open,Paldiski mnt 102,13522,Tallinn,+372 5564 7017,https://www.mcdonalds.ee/,Mon 07:00-23:00; Tue 07:00-23:00; Wed 07:00-23:00; Thu 07:00-23:00; Fri 07:00-23:00; Sat 07:00-23:00; Sun 07:00-23:00,Fast Food Restaurant; Breakfast Restaurant; Family Restaurant; Hamburger Restaurant; American Restaurant,59.425809,24.654525,https://maps.google.com/?cid=12720117959729671989,ChIJFRNcez-UkkYRNe_A6uPvhrA
Pub With No Name,Bar & Grill,,4.0,1630,$$,Open,Suur-Karja tn 4,10140,Tallinn,,,Mon 12:00-03:30; Tue 12:00-03:30; Wed 12:00-04:00; Thu 12:00-04:00; Fri 12:00-04:30; Sat 12:00-04:30; Sun 15:00-03:30,Bar And Grill; Bar,59.436066,24.746158,https://maps.google.com/?cid=564859963347576706,ChIJN_rcAWKTkkYRgics1yTJ1gc
Route 33 Bar & Grill,Bar & Grill,,4.0,1512,$$,Open,Suur-Karja tn 13,10140,Tallinn,+372 602 1212,https://www.facebook.com/Route13BaarGrill/,Mon 12:00-03:30; Tue 12:00-03:30; Wed 12:00-04:00; Thu 12:00-04:00; Fri 12:00-04:30; Sat 13:00-04:30; Sun 15:00-03:00,Bar And Grill; Pub; Bar,59.435530,24.746519,https://maps.google.com/?cid=5962915320399491077,ChIJXVkrAp6UkkYRBXAlGuSHwFI
Pizza Grande,Pizza Restaurant,Pizza,4.0,1402,$$,Open,Väike-Karja tn 6a,10140,Tallinn,+372 641 8718,https://pizzagrande.ee/,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-23:00,Pizza Restaurant,59.435716,24.747106,https://maps.google.com/?cid=203762518034818797,ChIJp80g_WGTkkYR7SYBOu7o0wI
F. M. Dostojevski pubi-restoran,Pub,,4.0,1332,$$,Open,Kopliranna tn 1,11713,Tallinn,+372 661 1166,http://dostojevski.ee/,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,Pub; Bar,59.449858,24.683392,https://maps.google.com/?cid=4012139345192704367,ChIJqQ62g-OTkkYRb1mUK3r7rTc
Sushi Panda Kesklinn,Sushi Restaurant,Japanese,4.0,1185,$$,Open,Rävala pst 2,10145,Tallinn,+372 5596 9996,http://www.sushipanda.ee/,Mon 11:00-01:00; Tue 11:00-01:00; Wed 11:00-01:00; Thu 11:00-01:00; Fri 11:00-06:00; Sat 11:00-06:00; Sun 11:00-01:00,Sushi Restaurant; Meal Delivery; Food Delivery; Bar; Japanese Restaurant,59.434078,24.759144,https://maps.google.com/?cid=17941823583904658889,ChIJz_WsmV-TkkYRyfVcXX0p_vg
Caffe Centrale,Italian Restaurant,Italian,4.0,1136,$$,Open,Kullassepa tn 4,10146,Tallinn,+372 517 1316,http://caffecentrale.ee/,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 10:00-23:00; Sun 11:00-23:00,Italian Restaurant; European Restaurant,59.436730,24.744554,https://maps.google.com/?cid=10144623445058051588,ChIJ06mfDWKTkkYRBN7IVkbxyIw
Taqueria,Taco Restaurant,Mexican,4.0,1111,$$,Open,Rotermanni tn 14,10111,Tallinn,+372 5699 8898,https://taqueria.ee/,Mon 11:45-22:00; Tue 11:45-22:00; Wed 11:45-22:00; Thu 11:45-22:00; Fri 11:45-00:00; Sat 12:00-00:00; Sun 12:00-22:00,Taco Restaurant,59.439225,24.758297,https://maps.google.com/?cid=8414887115497708252,ChIJbRp5tWCTkkYR3JpAYD-vx3Q
Hesburger Tallinn Sõpruse,Hamburger Restaurant,American,4.0,850,$,Open,Sõpruse pst 157a,13424,Tallinn,+372 5551 2085,https://www.hesburger.ee/restoranid?tid=1243,Mon 00:00-24:00; Tue 00:00-24:00; Wed 00:00-24:00; Thu 00:00-24:00; Fri 00:00-24:00; Sat 00:00-24:00; Sun 00:00-24:00,Hamburger Restaurant; Fast Food Restaurant; Meal Takeaway; American Restaurant,59.411840,24.707333,https://maps.google.com/?cid=4921790056523275519,ChIJ-YBi7vGUkkYR_5weyvq1TUQ
Hesburger Tallinn Sikupilli,Hamburger Restaurant,American,4.0,800,,Open,Tartu mnt 87,10112,Tallinn,+372 5838 0272,https://www.hesburger.ee/restoranid?tid=237,Mon 08:00-22:00; Tue 08:00-22:00; Wed 08:00-22:00; Thu 08:00-22:00; Fri 08:00-22:00; Sat 08:00-22:00; Sun 08:00-22:00,Hamburger Restaurant; Fast Food Restaurant; Meal Takeaway; American Restaurant,59.425982,24.782759,https://maps.google.com/?cid=9737481355201080643,ChIJYZEyi6mUkkYRQ-2_f7N7Ioc
Kagerou Ramen Restaurant and Bar,Japanese Restaurant,Japanese,4.0,789,$$,Open,Uus tn 33,10111,Tallinn,+372 5624 4302,https://www.kagerouramen.com/,Mon 11:30-23:00; Tue 11:30-23:00; Wed 11:30-23:00; Thu 11:30-23:55; Fri 11:30-23:55; Sat 11:30-23:55; Sun 11:30-23:00,Japanese Restaurant; Wine Bar; Sushi Restaurant; Bar; Pizza Restaurant,59.441150,24.749570,https://maps.google.com/?cid=12990808691641123944,ChIJR_GevaWTkkYRaIRTQq2fSLQ
Burger King,Fast Food Restaurant,,4.0,702,$,Open,Suur-Sõjamäe tn 4,11415,Tallinn,+372 5331 2454,https://www.burgerking.ee/,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 10:00-21:00; Sun 11:00-19:00,Fast Food Restaurant,59.422661,24.794013,https://maps.google.com/?cid=7644891856671245191,ChIJkwpDFbfrkkYRh4Mqp6McGGo
China Inn Restaurant 四季美餐厅,Chinese Restaurant,Chinese,4.0,603,$$,Open,Viru 9,10145,Tallinn,+372 648 4585,,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,Chinese Restaurant,59.436805,24.748593,https://maps.google.com/?cid=11316747937999609965,ChIJnyYnjWGTkkYRbeAZeUoqDZ0
Stalker,Restaurant,,4.0,555,$$,Open,Rotermanni tn 6,10111,Tallinn,+372 677 7778,http://jalitaja.ee/,Mon 12:00-22:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-03:00; Sat 12:00-03:00; Sun 12:00-22:00,,59.438710,24.757980,https://maps.google.com/?cid=9351086042513475894,ChIJ64f9FqyTkkYRNgkhJDa7xYE
Burger King,Fast Food Restaurant,,4.0,485,$,Open,Paldiski mnt 102,13522,Tallinn,+372 525 8785,https://www.burgerking.ee/,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-21:00; Sat 10:00-21:00; Sun 10:00-19:00,Fast Food Restaurant,59.426165,24.651875,https://maps.google.com/?cid=17488338857500844106,ChIJDWMokQOVkkYRSqD_oIgPs_I
Restoran Kishmish,Middle Eastern Restaurant,Middle Eastern,4.0,437,$$,Open,Pallasti tn 21,11411,Tallinn,+372 601 4118,http://www.kishmish.ee/,Mon 10:00-23:45; Tue 10:00-23:45; Wed 10:00-23:45; Thu 10:00-23:45; Fri 11:00-02:00; Sat 11:00-02:00; Sun 11:00-23:45,Banquet Hall; Brewery; Pizza Delivery; Dessert Shop; Shipping Service; Meal Delivery; Food Delivery; Meal Takeaway; Event Venue; Middle Eastern Restaurant; Eastern European Restaurant; European Restaurant; Confectionery; Food Store; Manufacturer; Service,59.429367,24.790461,https://maps.google.com/?cid=3674590715289692070,ChIJn7hi-FSTkkYRpmfKZ8nE_jI
MySushi Pirita,Sushi Restaurant,Japanese,4.0,397,$$,Open,Rummu tee 4,11911,Tallinn,+372 5777 7720,https://pirita.mysushi.ee/,Mon 11:30-20:00; Tue 11:30-20:00; Wed 11:30-20:00; Thu 11:30-20:00; Fri 11:30-22:00; Sat 12:00-22:00; Sun 12:00-20:00,Sushi Restaurant; Meal Takeaway; Japanese Restaurant; Cafe,59.462352,24.828800,https://maps.google.com/?cid=7526662025290545784,ChIJmTUZK_eTkkYReHrd6TsTdGg
GrillStop 24h,Fast Food Restaurant,American,4.0,338,$,Open,Vabaduse väljak 2b,10146,Tallinn,,http://www.grillstop.ee/,Mon 00:00-24:00; Tue 00:00-24:00; Wed 00:00-24:00; Thu 00:00-24:00; Fri 00:00-24:00; Sat 00:00-24:00; Sun 00:00-24:00,Fast Food Restaurant; Hamburger Restaurant; American Restaurant,59.433925,24.746152,https://maps.google.com/?cid=13636731212334224346,ChIJd2x_a56UkkYR2tOpgMlmP70
HAN’s Street Food VIRU,Chinese Restaurant,Chinese,4.0,313,$$,Open,Viru väljak 4,10111,Tallinn,+372 503 7448,,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-21:00,Chinese Restaurant; Asian Restaurant,59.435847,24.755312,https://maps.google.com/?cid=2466964852746342704,ChIJXdUYBACTkkYRMNFRiXZrPCI
Varblane Terrace,Cocktail Bar,,4.0,287,$$,Open,Harju tn 6,10130,Tallinn,+372 5333 5313,https://www.facebook.com/varblane.tallinn/,Mon 12:00-22:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-03:00; Sat 12:00-03:00; Sun 12:00-22:00,Cocktail Bar; Bar And Grill; Bar,59.434274,24.742953,https://maps.google.com/?cid=4231522136428498858,ChIJmwg5w52UkkYRqs8FqfZiuTo
Mandarin Restaurant,Asian Restaurant,Asian,4.0,258,$,Open,Endla tn 23a,10122,Tallinn,+372 646 0019,http://mandarin.ee/,Mon 10:30-22:00; Tue 10:30-22:00; Wed 10:30-22:00; Thu 10:30-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-23:00,Asian Restaurant,59.428620,24.731493,https://maps.google.com/?cid=10706143733106696367,ChIJVT7bp_iVkkYRr2AZbgDdk5Q
Bravo Pizzeria,Pizza Restaurant,Pizza,4.0,229,$$,Open,Punane tn 48 13619,13619,Tallinn,+372 515 1579,,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,Pizza Restaurant,59.435313,24.842813,https://maps.google.com/?cid=1862624859437691386,ChIJ_4grhr7skkYR-nGY6HBf2Rk
Samurai Sushi,Sushi Restaurant,Japanese,4.0,216,$$,Open,Punane tn 48,13611,Tallinn,+372 610 3103,http://samurai-sushi.ee/,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-00:00; Sat 10:00-00:00; Sun 10:00-22:00,Sushi Restaurant; Japanese Restaurant,59.435175,24.842865,https://maps.google.com/?cid=818456574764387928,ChIJTZqc_LrskkYRWA7qGuu9Wws
Tempo Resto&Bar,Restaurant,,4.0,211,$$,Open,Sadama tn 9,10111,Tallinn,+372 667 8752,https://hotels.tallink.com/et/toit-ja-jook/restoranid/tempo,"Mon 07:00-10:00, 11:30-14:30; Tue 07:00-10:00, 11:30-14:30; Wed 07:00-10:00, 11:30-14:30; Thu 07:00-10:00, 11:30-14:30; Fri 07:00-10:00, 11:30-14:30; Sat 08:00-11:00; Sun 08:00-11:00",,59.444158,24.755889,https://maps.google.com/?cid=18326418071099804910,ChIJLfHSc2aTkkYR7gw0XSOEVP4
Restoran Nero,Restaurant,,4.0,202,$$,Open,"Tallink Express Hotel, Sadama tn 11a",10111,Tallinn,+372 630 1018,https://hotels.tallink.com/food-and-drinks/restaurants/nero,Mon 17:00-23:00; Tue 17:00-23:00; Wed 17:00-23:00; Thu 17:00-23:00; Fri 17:00-23:00; Sat 17:00-23:00; Sun 17:00-23:00,,59.444521,24.756331,https://maps.google.com/?cid=8332044370676087326,ChIJGT7OcmaTkkYRHvrwxjVeoXM
Tondiraba LIT,Takeout Restaurant,,4.0,158,$$,Open,Tallinn,13917,Tallinn,+372 755 5008,http://www.litwagon.ee/,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,Meal Takeaway,59.446155,24.847420,https://maps.google.com/?cid=10217068679573408958,ChIJhQXF0K_tkkYRvgy-69RRyo0
Restoran Baieri kelder,German Restaurant,German,4.0,157,,Temporarily closed,Roosikrantsi tn 2a,10119,Tallinn,+372 640 0045,,,German Restaurant; Pub; European Restaurant; Bar,59.431994,24.743157,https://maps.google.com/?cid=16000730550819332820,ChIJ-b-YmZ6UkkYR1KJTFKkDDt4
Da Vinci Ristorante & Cafeteria - Solaris,Restaurant,,4.0,146,$$,Open,Estonia pst 9,11314,Tallinn,+372 5199 3339,https://davinci.ee/cafeteria/,Mon 10:00-21:00; Tue 10:00-23:30; Wed 10:00-23:30; Thu 10:00-23:30; Fri 10:00-23:30; Sat 10:00-23:30; Sun 10:00-20:00,,59.433174,24.751619,https://maps.google.com/?cid=15250420081846427306,ChIJx57XAACVkkYRqp7wpUNgpNM
SODITA,Restaurant,,4.0,144,$$$,Open,Telliskivi tn 51a,10611,Tallinn,+372 5192 9907,https://sodita.ee/,Mon 17:00-00:00; Tue 17:00-00:00; Wed 17:00-00:00; Thu 17:00-00:00; Fri 17:00-02:00; Sat 17:00-02:00; Sun closed,,59.439115,24.726435,https://maps.google.com/?cid=17223061964416773877,ChIJ06VElcqVkkYR9W6a3ZqbBO8
kot.NOBLESSNER,Fast Food Restaurant,American,4.0,130,$,Open,Peetri tn 12,10411,Tallinn,,https://www.eatkot.com/,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 12:00-21:00,Fast Food Restaurant; Chicken Restaurant; Hamburger Restaurant; Chicken Wings Restaurant; American Restaurant,59.452453,24.730824,https://maps.google.com/?cid=16481879219228644773,ChIJBe-wq-iTkkYRpRUEPdNlu-Q
Little India,Indian Restaurant,Indian,4.0,99,,Open,Merivälja tee 24,11911,Tallinn,+372 671 5709,http://www.littleindia.ee/,Mon 11:00-21:30; Tue 11:00-21:30; Wed 11:00-21:30; Thu 11:00-21:30; Fri 11:00-21:30; Sat 11:00-21:30; Sun closed,Indian Restaurant,59.468607,24.834851,https://maps.google.com/?cid=3843917684842897561,ChIJhaA6tH6TkkYRmSDntsRWWDU
PANNKOOGIMAJA,Restaurant,,4.0,96,$$,Open,Akadeemia tee 21-B127,12618,Tallinn,+372 684 4555,https://mymenuweb.com/int/restaurants/1762846/?utm_source=google_profile&utm_medium=google_profile&utm_campaign=admin,Mon 10:00-18:00; Tue 10:00-18:00; Wed 10:00-18:00; Thu 10:00-18:00; Fri 10:00-18:00; Sat 10:00-18:00; Sun 10:00-18:00,,59.397729,24.660799,https://maps.google.com/?cid=12740114933510527649,ChIJd8A90laVkkYRoVqLMQj7zbA
Noho Restaurant & Bar,Restaurant,,4.0,86,$$,Open,Viru väljak 3,10111,Tallinn,+372 622 2980,https://www.nordichotels.eu/restoranid/noho/,Mon 11:30-23:00; Tue 11:30-23:00; Wed 11:30-23:00; Thu 11:30-23:00; Fri 11:30-23:00; Sat 11:30-23:00; Sun 11:30-23:00,,59.437337,24.754739,https://maps.google.com/?cid=7700768029092730172,ChIJwWO2pbuTkkYRPNXB17if3mo
La Copa,Restaurant,,4.0,81,$$,Open,Telliskivi tn 62-1,10412,Tallinn,+372 5613 1454,https://www.instagram.com/lacopa.tallinn?igsh=MXFnZWI5aXJzamRrdA==,Mon 12:00-02:00; Tue 12:00-02:00; Wed 12:00-02:00; Thu 12:00-02:00; Fri 12:00-03:00; Sat 12:00-03:00; Sun 12:00-02:00,,59.440789,24.732578,https://maps.google.com/?cid=8243860651079152848,ChIJgTK5kbeTkkYR0LRklZUTaHI
Kebaboom Järve Keskus,Kebab Shop,Middle Eastern,4.0,66,$$,Open,Pärnu mnt. 238,11624,Tallinn,+372 5837 8873,https://kebaboom.ee/,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 11:00-21:00; Sun 11:00-19:00,Kebab Shop,59.393391,24.720241,https://maps.google.com/?cid=12070671771349275444,ChIJbef6lD2VkkYRNNOb2wWkg6c
Pizzakiosk Peetri,Pizza Restaurant,Pizza,4.0,57,$,Open,Küti tee 4,75312,Peetri,+372 5892 1010,https://www.pizzakiosk.ee/,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-21:00; Sat 10:00-21:00; Sun 10:00-21:00,Pizza Restaurant,59.397629,24.804824,https://maps.google.com/?cid=4946170465809793026,ChIJa9tkVMLrkkYRAgAfLdVTpEQ
Hesburger Tallinn Merimetsa Selver,Hamburger Restaurant,American,4.0,55,,Open,Paldiski mnt 56,10617,Tallinn,+372 5558 8911,https://www.hesburger.ee/restoranid?tid=666,Mon 09:00-21:30; Tue 09:00-21:30; Wed 09:00-21:30; Thu 09:00-21:30; Fri 09:00-21:30; Sat 09:00-21:30; Sun 09:00-21:30,Hamburger Restaurant; Fast Food Restaurant; Meal Takeaway; American Restaurant,59.430172,24.697773,https://maps.google.com/?cid=11036789099390200106,ChIJwTr_mGOUkkYRKmkO4jWNKpk
Meat & Bun Burger Järveotsa,Restaurant,,4.0,42,$,Open,Järveotsa tee 20,13520,Tallinn,+372 5770 5677,https://www.facebook.com/Meat-Bun-Burger-111381254062167,Mon 10:00-01:00; Tue 10:00-01:00; Wed 10:00-01:00; Thu 10:00-01:00; Fri 10:00-01:00; Sat 10:00-01:00; Sun 10:00-01:00,,59.406232,24.643507,https://maps.google.com/?cid=6274765908980097509,ChIJ92Fb1_-VkkYR5WF9XVlyFFc
Hesburger Tallinn Rocca Al Mare,Hamburger Restaurant,American,3.9,1149,$,Open,Paldiski mnt 98A,13522,Tallinn,+372 5850 1214,https://www.hesburger.ee/restoranid?tid=235,Mon 08:00-23:00; Tue 08:00-23:00; Wed 08:00-23:00; Thu 08:00-23:00; Fri 08:00-23:00; Sat 08:00-23:00; Sun 08:00-23:00,Hamburger Restaurant; Fast Food Restaurant; American Restaurant; Meal Takeaway,59.427500,24.660000,https://maps.google.com/?cid=14564261941040598311,ChIJUQCDPUCUkkYRJ013ExKnHso
Babyback Ribs & BBQ,American Restaurant,American,3.9,1076,$$,Open,Suur-Sõjamäe tn 4,11415,Tallinn,+372 607 7008,http://www.babyback.ee/,Mon 11:00-20:30; Tue 11:00-20:30; Wed 11:00-20:30; Thu 11:00-20:30; Fri 11:00-21:00; Sat 11:00-20:00; Sun 11:00-19:30,American Restaurant,59.421229,24.794340,https://maps.google.com/?cid=11562192804409801252,ChIJq2nCYFTrkkYRJHpssxgpdaA
Loca Food,Fast Food Restaurant,Pizza,3.9,899,$$,Open,Aia tn 7,10111,Tallinn,+372 5551 5235,http://www.loca.ee/,Mon 11:00-05:00; Tue 11:00-05:00; Wed 11:00-05:00; Thu 11:00-05:00; Fri 11:00-07:00; Sat 11:00-07:00; Sun 11:00-05:00,Fast Food Restaurant; Vegetarian Restaurant; Pizza Restaurant; Food Store,59.438261,24.750802,https://maps.google.com/?cid=471272856432064165,ChIJHaZMX56UkkYRpbbqfypMigY
Hesburger Tallinn Magistral,Hamburger Restaurant,American,3.9,847,,Open,Sõpruse pst 201,13419,Tallinn,+372 5558 3502,https://www.hesburger.ee/restoranid?tid=579,Mon 08:00-23:00; Tue 08:00-23:00; Wed 08:00-23:00; Thu 08:00-23:00; Fri 08:00-23:00; Sat 08:00-23:00; Sun 08:00-23:00,Hamburger Restaurant; Fast Food Restaurant; Meal Takeaway; American Restaurant,59.401465,24.697449,https://maps.google.com/?cid=13116206029474470809,ChIJ8-BLyPyUkkYRmZupI-QfBrY
Cinnamon Restoran,Restaurant,,3.9,705,$$,Open,"Pikk tn 14, Mündi tn 4",10123,Tallinn,+372 5695 6092,https://www.cinnamonrestoran.com/,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,,59.437958,24.745279,https://maps.google.com/?cid=14016806043941271576,ChIJMds32VGTkkYRGPiqLtWyhcI
KFC Rocca Al Mare,Fast Food Restaurant,,3.9,488,$,Open,"Rocca Al Mare Mall, Paldiski mnt 102",13522,Tallinn,+372 5193 1499,https://kfc.ee/,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-21:00; Sat 10:00-21:00; Sun 10:00-19:00,Fast Food Restaurant; Coffee Shop; Cafe; Food Store,59.426259,24.652306,https://maps.google.com/?cid=16413299288524569411,ChIJ44QxJR2VkkYRQ7ut1L3Ax-M
Hesburger Tallinn Arsenali keskus,Hamburger Restaurant,American,3.9,406,,Open,Erika tn 4,10416,Tallinn,+372 5556 7996,https://www.hesburger.ee/restoranid?tid=1287,Mon 08:00-22:00; Tue 08:00-22:00; Wed 08:00-22:00; Thu 08:00-22:00; Fri 08:00-22:00; Sat 08:00-22:00; Sun 08:00-22:00,Hamburger Restaurant; Fast Food Restaurant; Meal Takeaway; American Restaurant,59.451613,24.718623,https://maps.google.com/?cid=4006331844990629045,ChIJbWKUfISTkkYRtXQAKZZZmTc
New York Pizza Mustamäe keskus,Pizza Restaurant,Pizza,3.9,322,$$,Open,A. H. Tammsaare tee 104a,12918,Tallinn,+372 601 0204,http://www.newyorkpizza.ee/,Mon 11:00-03:00; Tue 11:00-03:00; Wed 11:00-03:00; Thu 11:00-03:00; Fri 11:00-06:00; Sat 11:00-06:00; Sun 11:00-03:00,Pizza Restaurant,59.408280,24.689185,https://maps.google.com/?cid=12412332877985233093,ChIJlSo5s_mUkkYRxTg2Ov12Qaw
Chopsticks,Chinese Restaurant,Chinese,3.9,269,$$,Open,Sõpruse pst 201/203,13419,Tallinn,+372 676 6471,http://chopsticks.ee/en/address/tallinn-magistrali/,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-21:00; Sat 10:00-21:00; Sun 10:00-21:00,Chinese Restaurant; Fast Food Restaurant,59.401472,24.697729,https://maps.google.com/?cid=8179286935857967610,ChIJ76LHsfyUkkYR-rHO5yGqgnE
Domberg Restaurant,Restaurant,,3.9,258,$$,Open,Piiskopi tn 1,10130,Tallinn,+372 644 6076,,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-22:00; Sat 10:00-22:05; Sun 10:00-19:00,,59.436203,24.739504,https://maps.google.com/?cid=10133012056660429756,ChIJHxVgcJ2UkkYRvMv-Tcewn4w
Reval Café KUMU,Cafe,,3.9,229,$$,Open,"Weizenbergi 34/Valge 1, Valge tn 1",10127,Tallinn,+372 602 6164,https://revalcafe.ee/kohvik/kumu/,Mon 10:00-15:00; Tue 10:00-19:00; Wed 10:00-19:00; Thu 10:00-20:00; Fri 10:00-19:00; Sat 10:00-19:00; Sun 10:00-19:00,Cafe,59.436562,24.795569,https://maps.google.com/?cid=14606411879642182537,ChIJrcy15oOTkkYRiTMeaTdmtMo
Kebaboom Balti Jaam,Kebab Shop,Middle Eastern,3.9,223,$,Open,Kopli tn 1,10149,Tallinn,+372 5880 4568,https://kebaboom.ee/,Mon 10:30-20:00; Tue 10:30-20:00; Wed 10:30-20:00; Thu 10:30-20:00; Fri 10:30-20:00; Sat 10:30-20:00; Sun 10:30-18:00,Kebab Shop,59.441070,24.735312,https://maps.google.com/?cid=988275390985823485,ChIJ8_dF74CTkkYR_WT4YzsPtw0
MySushi Mustamäe Keskus,Sushi Restaurant,Japanese,3.9,217,$$,Open,A. H. Tammsaare tee 104a,12918,Tallinn,+372 882 8888,https://mustamae.mysushi.ee/,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,Sushi Restaurant; Cafe; Meal Takeaway; Japanese Restaurant,59.408165,24.689811,https://maps.google.com/?cid=15125957726559499833,ChIJF8MaJQWVkkYROXYnW2ky6tE
Mangal Grill Sikupilli,Restaurant,,3.9,198,$$,Open,Tartu mnt 87,10112,Tallinn,+372 5833 3911,https://mangalgrill.ee/,Mon 12:00-21:00; Tue 12:00-21:00; Wed 12:00-21:00; Thu 12:00-21:00; Fri 12:00-21:00; Sat 12:00-21:00; Sun 12:00-21:00,,59.426130,24.782551,https://maps.google.com/?cid=16473893663321811664,ChIJr38Gu6uVkkYR0OraHQEHn-Q
Kägu Restoran-Garden,Restaurant,,3.9,176,$$,Open,Pikk tn 9,10146,Tallinn,+372 5621 8007,,Mon 09:00-22:00; Tue 09:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-21:00,,59.436222,24.740672,https://maps.google.com/?cid=11543538772873250472,ChIJ0XSfFNyTkkYRqAYPiFrjMqA
